01320002,0,0,5
01320003,0,0,5
01320004,0,0,5
01410000,0,0,5
01420000,0,0,5
01700000,0,0,5
01700001,0,0,5
01700002,0,0,5
01700003,0,0,5
01700004,0,0,5
01700005,0,0,5
01700006,0,0,5
01700007,0,0,5
01810000,0,0,5
01810001,0,0,5
01810002,0,0,5
01810003,0,0,5
01810004,0,0,5
01810005,0,0,5
01810006,0,0,5
01810007,0,0,5
01820000,0,0,5
01820001,0,0,5
01820002,0,0,5
01820003,0,0,5
01820010,0,0,5
01820011,0,0,5
01820012,0,0,5
01820013,0,0,5
01820014,0,0,5
01820020,0,0,5
01850000,0,0,5
01850001,0,0,5
01850002,0,0,5
01850003,0,0,5
01850004,0,0,5
01850005,0,0,5
01850006,0,0,5
01850007,0,0,5
01850008,0,0,5
01910000,0,0,5
01910001,0,0,5
01910002,0,0,5
01910003,0,0,5
01920000,0,0,5
01920001,0,0,5
01920002,0,0,5
01920003,0,0,5
01920004,0,0,5
01920005,0,0,5
01920006,0,0,5
01920007,0,0,5
01950000,0,0,5
01950001,0,0,5
01950002,0,0,5
01950003,0,0,5
01960000,0,0,5
01960001,0,0,5
01960002,0,0,5
01960003,0,0,5
01960004,0,0,5
01960005,0,0,5
01960006,0,0,5
01960007,0,0,5
01970000,0,0,5
01970001,0,0,5
01970002,0,0,5
01970003,0,0,5
01970004,0,0,5
01970005,0,0,5
01970006,0,0,5
01970007,0,0,5
01970008,0,0,5
02100000,0,0,5
02100001,0,0,5
02100002,0,0,5
02100003,0,0,5
02100004,0,0,5
02200000,0,0,5
02200001,0,0,5
02200002,0,0,5
02200003,0,0,5
02200004,0,0,5
02300000,0,0,5
02300001,0,0,5
02300002,0,0,5
02300003,0,0,5
02300004,0,0,5
02300005,0,0,5
02300006,0,0,5
02400000,0,0,5
02400001,0,0,5
02400002,0,0,5
02400003,0,0,5
02400004,0,0,5
02400005,0,0,5
02400006,0,0,5
02500000,0,0,5
02500001,0,0,5
02500002,0,0,5
02500003,0,0,5
02500004,0,0,5
02500005,0,0,5
02500006,0,0,5
02500007,0,0,5
02500008,0,0,5
02500009,0,0,5
02500010,0,0,5
02500011,0,0,5
02500012,0,0,5
02500013,0,0,5
02500014,0,0,5
02500015,0,0,5
02500016,0,0,5
02550003,0,0,5
02550004,0,0,5
02550005,0,0,5
02550006,0,0,5
02550007,0,0,5
02550008,0,0,5
02550009,0,0,5
02550010,0,0,5
02550011,0,0,5
02550012,0,0,5
02550013,0,0,5
02600000,0,0,5
02600001,0,0,5
02600002,0,0,5
02600003,0,0,5
02600004,0,0,5
02600005,0,0,5
02600006,0,0,5
02600007,0,0,5
02600008,0,0,5
02600009,0,0,5
02600010,0,0,5
02600011,0,0,5
04100000,0,0,5
04100001,0,0,5
04100002,0,0,5
04100003,0,0,5
04100004,0,0,5
04200000,0,0,5
04200001,0,0,5
04200002,0,0,5
04200003,0,0,5
04200004,0,0,5
04300000,0,0,5
04300001,0,0,5
04300002,0,0,5
04300003,0,0,5
04300004,0,0,5
04300005,0,0,5
04400000,0,0,5
04400001,0,0,5
04400002,0,0,5
04400003,0,0,5
04400004,0,0,5
04400005,0,0,5
04400006,0,0,5
04500000,0,0,5
04500001,0,0,5
04500002,0,0,5
04500003,0,0,5
04500004,0,0,5
04500005,0,0,5
04500006,0,0,5
04500007,0,0,5
04500008,0,0,5
04600000,0,0,5
04600001,0,0,5
04600002,0,0,5
04600003,0,0,5
04600004,0,0,5
04600005,0,0,5
04600006,0,0,5
04600007,0,0,5
04600008,0,0,5
04600009,0,0,5
04600010,0,0,5
04600011,0,0,5
06100000,0,0,5
06100001,0,0,5
06100002,0,0,5
06100003,0,0,5
06100004,0,0,5
06200000,0,0,5
06200001,0,0,5
06200002,0,0,5
06200003,0,0,5
06300000,0,0,5
06300001,0,0,5
06300002,0,0,5
06300003,0,0,5
06300004,0,0,5
06300005,0,0,5
06400000,0,0,5
06400001,0,0,5
06400002,0,0,5
06400003,0,0,5
06400004,0,0,5
06500000,0,0,5
06500001,0,0,5
06500002,0,0,5
06500003,0,0,5
06500004,0,0,5
06500005,0,0,5
06500006,0,0,5
06500007,0,0,5
06600000,0,0,5
06600001,0,0,5
06600002,0,0,5
06600003,0,0,5
06600004,0,0,5
06600005,0,0,5
06600006,0,0,5
06600007,0,0,5
06600008,0,0,5
06600009,0,0,5
06600010,0,0,5
09000000,0,0,5
09000001,0,0,5
09000002,0,0,5
09000003,0,0,5
09100000,0,0,5
09200000,0,0,5
09500000,0,0,5
09500001,0,0,5
09500002,0,0,5
09500003,0,0,5
09500004,0,0,5
09500005,0,0,5
09500006,0,0,5
09500007,0,0,5
09500008,0,0,5
09500009,0,0,5
09500010,0,0,5
09500011,0,0,5
09500012,0,0,5
09500013,0,0,5
09500014,0,0,5
09600000,0,0,5
09600001,0,0,5
09600002,0,0,5
09600003,0,0,5
09600004,0,0,5
09600005,0,0,5
09600006,0,0,5
09600007,0,0,5
09600008,0,0,5
09600009,0,0,5
09600010,0,0,5
09600011,0,0,5
09600012,0,0,5
09600013,0,0,5
09600014,0,0,5
09600015,0,0,5
09600016,0,0,5
09600017,0,0,5
09600018,0,0,5
09600019,0,0,5
09600020,0,0,5
09600021,0,0,5
09600022,0,0,5
09600023,0,0,5
09600024,0,0,5
09910000,0,0,5
09910001,0,0,5
10000000,0,0,5
10000001,0,0,5
10000002,0,0,5
10000003,0,0,5
10000004,0,0,5
10000005,0,0,5
10000006,0,0,5
10000007,0,0,5
10000008,0,0,5
10000009,0,0,5
10000010,0,0,5
10000011,0,0,5
10200000,0,0,5
10200001,0,0,5
10200002,0,0,5
10200003,0,0,5
10200004,0,0,5
10200005,0,0,5
10200006,0,0,5
10200007,0,0,5
10200008,0,0,5
10200009,0,0,5
10200010,0,0,5
10200011,0,0,5
10500000,0,0,5
10500001,0,0,5
10500002,0,0,5
10500003,0,0,5
10500004,0,0,5
10500005,0,0,5
12000000,0,0,5
12000001,0,0,5
12000002,0,0,5
12000003,0,0,5
12000004,0,0,5
12000005,0,0,5
12000006,0,0,5
12000007,0,0,5
12000008,0,0,5
12200000,0,0,5
12200001,0,0,5
12200002,0,0,5
12200003,0,0,5
12200004,0,0,5
12200005,0,0,5
12200006,0,0,5
12200007,0,0,5
12200008,0,0,5
15000000,0,0,5
15000001,0,0,5
15000002,0,0,5
15000003,0,0,5
15000004,0,0,5
15000005,0,0,5
15000006,0,0,5
15000007,0,0,5
15000008,0,0,5
15000009,0,0,5
15000010,0,0,5
15000011,0,0,5
15000012,0,0,5
15000013,0,0,5
15000014,0,0,5
15000015,0,0,5
20050000,0,0,5
20050001,0,0,5
20050002,0,0,5
20100000,0,0,5
20100001,0,0,5
20150000,0,0,5
20150001,0,0,5
20150002,0,0,5
20150003,0,0,5
20150004,0,0,5
20150005,0,0,5
20150006,0,0,5
20150007,0,0,5
20150008,0,0,5
25000000,0,0,5
25000001,0,0,5
25000002,0,0,5
25000003,0,0,5
25000004,0,0,5
25000005,0,0,5
25000006,0,0,5
25000007,0,0,5
25000008,0,0,5
25000009,0,0,5
25000010,0,0,5
25000011,0,0,5
25000012,0,0,5
25000013,0,0,5
25000014,0,0,5
25000015,0,0,5
25000016,0,0,5
25050000,0,0,5
25050001,0,0,5
25050002,0,0,5
25050003,0,0,5
25100000,0,0,5
25100001,0,0,5
25100002,0,0,5
30000000,0,0,5
30000001,0,0,5
30000002,0,0,5
30000003,0,0,5
30000004,0,0,5
30000005,0,0,5
30000006,0,0,5
30000007,0,0,5
30000008,0,0,5
30000009,0,0,5
30100000,0,0,5
30100001,0,0,5
30100002,0,0,5
30100003,0,0,5
30100004,0,0,5
30100005,0,0,5
30100006,0,0,5
30100007,0,0,5
30100008,0,0,5
30100009,0,0,5
30100010,0,0,5
30100011,0,0,5
30100012,0,0,5
30100013,0,0,5
30100014,0,0,5
30100015,0,0,5
30100016,0,0,5
30100017,0,0,5
30100018,0,0,5
30100019,0,0,5
30200000,0,0,5
30200001,0,0,5
30200002,0,0,5
30200003,0,0,5
30200004,0,0,5
30300000,0,0,5
30300001,0,0,5
30300002,0,0,5
30300003,0,0,5
30300004,0,0,5
30300005,0,0,5
30300006,0,0,5
30300007,0,0,5
30300008,0,0,5
30300009,0,0,5
30300010,0,0,5
30300011,0,0,5
30300012,0,0,5
30300013,0,0,5
30300014,0,0,5
39000000,0,0,5
39000001,0,0,5
39000002,0,0,5
39000003,0,0,5
40000000,0,0,5
40000001,0,0,5
40000002,0,0,5
40000003,0,0,5
40000004,0,0,5
40000005,0,0,5
40000006,0,0,5
40000007,0,0,5
40000008,0,0,5
40000009,0,0,5
40000010,0,0,5
40000011,0,0,5
40000012,0,0,5
40000013,0,0,5
40000014,0,0,5
40000015,0,0,5
40110000,0,0,5
40110001,0,0,5
40110002,0,0,5
44100000,0,0,5
44100001,0,0,5
44100002,0,0,5
44100003,0,0,5
44100004,0,0,5
50000000,0,0,5
50000010,0,0,5
50000020,0,0,5
50010000,0,0,5
50010010,0,0,5
50010020,0,0,5
50020000,0,0,5
50020010,0,0,5
50020020,0,0,5
50050000,0,0,5
50100000,0,0,5
50100010,0,0,5
50100020,0,0,5
50110000,0,0,5
50110010,0,0,5
50110020,0,0,5
50120000,0,0,5
50120010,0,0,5
50120020,0,0,5
50150000,0,0,5
50200000,0,0,5
50200010,0,0,5
50200020,0,0,5
50250000,0,0,5
50300000,0,0,5
50300010,0,0,5
50300020,0,0,5
50300030,0,0,5
50300040,0,0,5
50300050,0,0,5
50310000,0,0,5
50310010,0,0,5
50310020,0,0,5
50310030,0,0,5
50310040,0,0,5
50310050,0,0,5
50320000,0,0,5
50320010,0,0,5
50320020,0,0,5
50320030,0,0,5
50320040,0,0,5
50320050,0,0,5
50400000,0,0,5
50400010,0,0,5
50400020,0,0,5
50410000,0,0,5
50410010,0,0,5
50410020,0,0,5
50420000,0,0,5
50420010,0,0,5
50420020,0,0,5
50600000,0,0,5
50600001,0,0,5
50600002,0,0,5
50600003,0,0,5
50600004,0,0,5
50600010,0,0,5
50600011,0,0,5
50600012,0,0,5
50610000,0,0,5
50610010,0,0,5
50620000,0,0,5
50620010,0,0,5
50700000,0,0,5
50700010,0,0,5
50700020,0,0,5
50710000,0,0,5
50710010,0,0,5
50710020,0,0,5
50720000,0,0,5
50720010,0,0,5
50720020,0,0,5
50800000,0,0,5
50800001,0,0,5
50800002,0,0,5
50800003,0,0,5
50800004,0,0,5
50800005,0,0,5
50800006,0,0,5
50800007,0,0,5
50800008,0,0,5
50800009,0,0,5
50800010,0,0,5
50800011,0,0,5
51000000,0,0,5
51000001,0,0,5
51000002,0,0,5
51000003,0,0,5
51000004,0,0,5
51000005,0,0,5
51000006,0,0,5
51200000,0,0,5
51200001,0,0,5
51200002,0,0,5
51200003,0,0,5
51200004,0,0,5
51200005,0,0,5
51200006,0,0,5
51200007,0,0,5
51200008,0,0,5
51200009,0,0,5
51200010,0,0,5
51200011,0,0,5
51200012,0,0,5
51200013,0,0,5
51200014,0,0,5
51200015,0,0,5
51230000,0,0,5
51230001,0,0,5
51230002,0,0,5
51230003,0,0,5
51230004,0,0,5
51230005,0,0,5
51230006,0,0,5
51230007,0,0,5
51230008,0,0,5
51230009,0,0,5
51230010,0,0,5
51230011,0,0,5
51230012,0,0,5
51230013,0,0,5
51230014,0,0,5
70000000,0,0,5
90000000,0,0,5
90000001,0,0,5
